x,y
0.0,-2.842170943040401e-14
90.88084229250376,-51.52860160320952
194.301000315329,-53.157016058679915
284.9281138261416,-5.478467350047225
341.03437536627234,78.9664117334193
349.6951189783333,178.96784514464096
309.74930196360634,269.9629159046765
231.8481515539005,330.05958162099364
135.63784139835568,345.29358746206054
44.816281182485085,312.85842986711066
-18.694930189522722,241.5650997534559
-40.032301657067336,149.47495628494488
-14.855741466962485,59.33584710308419
49.80717324152302,-7.028075892366445
137.4908172341433,-33.99140290410338
226.47207636812303,-15.794575535544311
295.1432955271037,42.254537499752374
327.25082051685956,125.28720874873589
315.7312135430228,212.66952371303236
264.2424581221695,283.12120296564865
186.06441414208084,319.88982733399826
100.68730967604412,314.7243866222925
28.961498221783486,269.70816490298296
-11.986624908090477,196.54879741650961
-12.83479724898956,113.54804857838796
25.828590300343706,41.03222538784773
93.84346825467651,-3.6179589760210717
174.13191313363515,-10.124657513157672
246.97730838867636,22.334930461006394
294.8587656448248,85.11623413516783
306.65724565502876,162.3914935686338
280.2256478387454,235.13095423048065
222.73190487893294,285.7818485261058
148.7359683245286,302.49648233559964
76.51197910208481,281.89285458522744
23.542413138265317,229.70729609221166
2.293472085756946,159.22257835258824
17.290807363705284,87.89679960878522
64.17909510424633,33.04632549607439
130.9542706152302,7.648598188556605
201.02652427054804,17.280447842786543
257.33488944442854,58.9120168626727
286.4946248457385,121.81207737171117
281.9708150335571,190.30334915449527
245.5277323089265,247.66289343076335
186.6365701187772,280.19888525087174
120.02563021956807,280.5114709408426
62.003938937609874,249.16296377839717
26.474271097292075,194.38378064846526
21.608753413834137,129.9243420530436
47.980241820913875,71.61066237341461
98.57386867985534,33.4647258837376
160.63872560839158,24.339250526425275
218.89412481266334,45.872874046863046
259.28595121179325,92.23557313034854
272.3711273831823,151.69061035414578
255.51667092124416,209.55819333401976
213.40344884472057,251.83426689575828
156.74601851931604,268.57374459491575
99.57437860977991,256.2222586253023
55.7654066420438,218.3516966644341
35.68012426794222,164.65273514941526
43.72030893860469,108.46324218412977
77.37887748800783,63.46101814933465
127.98478473091778,40.33958205193001
182.92820868908967,44.273610710151985
228.7970003893185,73.77313806495013
254.64562203322157,121.17692081145324
254.60108527745768,174.63284610980736
229.1869619432366,221.0555950973921
185.06972137876028,249.32484287583796
133.32016219349188,252.94352419533988
86.64102538914779,231.52210830255729
56.25369042294743,190.75212841070757
49.2058217351931,140.90530381083184
66.74464636804731,94.25148314021696
104.12931303074498,62.043084611783925
151.8993454354638,51.806026885913965
198.26269745666116,65.58815219076033
232.00202751697523,99.57101638318481
245.18402748110373,145.11220517658046
235.01857209265938,190.93703884214526
204.4335979316678,225.9253167318122
161.2517106624191,241.80540697264718
116.19592072992505,235.10407826112822
80.23139341423007,207.89389058902705
61.901107531487625,167.18068131516895
65.30176602828263,123.10663934653643
89.1782121094812,86.42825802159648
127.33384563897182,65.89523635872983
170.23143424247064,66.16802457246007
207.37247668085615,86.76843581968146
229.86259794848723,122.29738992576486
232.53706834378852,163.841883063345
215.13962351454222,201.20637936241002
182.28741634164862,225.41108534502752
142.2546399860832,230.84587809471117
104.89324242196493,216.56428187513006
79.21214114119716,186.42067552750694
71.20885017957359,148.04035951392171
82.47444885883208,110.89540089472827
109.89493537060241,83.97065892567396
146.499688368439,73.59420082980138
183.2285299552658,81.95507405010511
211.1706064749275,106.65432997032838
223.7227142585981,141.3777342726763
218.1451744971876,177.50478832680344
196.14981810146523,206.2452595067248
163.39663517540245,220.77456931331665
128.0427862763456,217.85013424366355
98.71467185444513,198.52690287885497
82.4063496012927,167.81637813481362
82.81548659177047,133.3927495857016
99.51178805300678,103.67882732777075
128.12311041753918,85.78830649226305
161.47396437894196,83.8263009535213
191.38140929171146,97.95324834906242
210.65973522730718,124.42411429211977
214.84357242725952,156.5740728614542
203.2170726617901,186.4928481682028
178.9132817752203,206.96797609810392
148.0780143767835,213.22033233748607
118.31955460932537,204.01509687622016
96.83434328946619,181.89106453094317
88.6696731367442,152.47014301842006
95.54205343901043,123.03273166796512
115.48683979589175,100.7190534969051
143.4076477074257,90.80010588502287
172.37447381984256,95.43622341183352
195.34084515889592,113.21470088969158
206.85521228585446,139.56319585387945
204.35161053979988,167.92129849716767
188.71487783085402,191.37109643011468
163.99770440877109,204.32215935706304
136.37493928128686,203.8411813933574
112.6038858409294,190.31081989607523
98.37381731043538,167.2712168687858
96.94722256837932,140.4988267004628
108.41656414394137,116.56107979164247
129.74462883674408,101.20782132795912
155.56316641145446,97.99290604661468
179.5210939611731,107.45571642581109
195.84438252707426,127.05003463037336
200.72509129459726,151.82271990523856
193.20602952895024,175.66273300658125
175.35646416373936,192.80626831371262
151.71029567504775,199.22785960380585
128.117575417019,193.58231185791593
110.2995408959504,177.47789338464648
102.46350924863319,155.02777012624773
106.31239417482583,131.80277268359956
120.6812681819712,113.45135274538191
141.87670258823366,104.32804231104458
164.62266275840457,106.4629076601043
183.37152464031715,119.11519902133959
193.6550015149383,139.00788698044923
193.14653009975729,161.17271620124328
182.18315363836692,180.1887226693482
163.63102558709565,191.50602644222687
142.14015377475013,192.5321318788129
122.98123814767048,183.22196180958818
110.75499719137548,166.03834351811335
108.28955457455578,145.30499758463222
115.98959514356022,126.12098934265332
131.78620269803818,113.10862178444175
151.6876506697613,109.30176061743111
170.7856533452626,115.44144163471219
184.46399682963326,129.84154176995813
189.512394589568,148.84580551370954
184.87728436570487,167.7536664460934
171.87465418355083,181.98102683278842
153.82393117389253,188.1698010737079
135.2031964923889,184.97812345055613
120.54010403890351,173.36588314442548
113.31273901161275,156.31632561621646
115.12681069886725,138.0724122784349
125.36327494362295,123.08276497049368
141.37253763021215,114.91860229343098
159.15731201084748,115.42493391994125
174.36882930018376,124.3072473641915
183.36857123044533,139.24531007993684
184.0967091113409,156.49604614258783
176.54044170351062,171.8295775155478
162.69656222222963,181.5648000329015
146.04734958269395,183.4513492237377
130.68654161625614,177.1870815774814
120.31431059713356,164.452776757453
117.34759890923843,148.46520452708288
122.35931396456759,133.16649572596296
133.97589033845193,122.2536336747437
149.24898773424997,118.28662414160979
164.40178185255505,122.09009467736018
175.7614208870974,132.58765153269917
180.64779831009545,147.10060003385271
178.0039396471438,162.02937936482252
168.62022298381765,173.7448541645944
154.9060930721102,179.46912877833554
140.27359974933782,177.9324545700387
128.28996748848104,169.65133481641575
121.80931002765256,156.76787576813308
122.29450133596575,142.49803724086246
129.4899139909629,130.33035186266628
141.51745230445565,123.17440114591244
155.36420521630097,122.66657622124303
167.63568583403438,128.79839273190984
175.3867036576422,139.9511226137703
176.8268082166618,153.32029658640366
171.73168620230777,165.6193956837496
161.46655287121663,173.88652611247815
148.62354804207297,176.19638308908284
136.36872844524035,172.10669598778912
127.66279110234495,162.73612991091804
124.54703791191218,150.46204742091163
127.66647515884702,138.31896482830876
136.14102171856774,129.24953167736476
147.80917006337023,125.39262512345269
159.77762552629702,127.58049334321291
169.13755220072593,135.162773462925
173.67040426636814,146.19359438385513
172.37235313681376,157.92919337828127
165.67370565358573,167.50920285347493
155.30613472427348,172.65272732329035
143.85689941883862,172.20008771470515
134.12437484137587,166.37189193926793
128.4351394938538,156.68819333103633
128.0890184542839,145.5740760440083
133.06415041702792,135.7535404695217
142.048463777978,129.5828910808589
152.78346342595052,128.48650819042825
162.6307596998447,132.6298268115986
169.21951972762974,140.90414248146496
171.01620254334605,151.22075411712956
167.67993062396425,161.03697514098914
160.12154936595306,167.98183976113444
150.2579178746112,170.42776819530744
140.52706202459768,167.87060649639838
133.2865226979697,161.02965903891337
130.24313993614828,151.6489963543602
132.05195346510465,142.05414583352314
138.17815519933222,134.57653196549776
147.05036715841274,130.98788424040723
156.46229880551851,132.08159684946472
164.1204451060718,137.49966915856288
168.2020918033631,145.84233836884184
167.78808241371377,155.0282152777407
163.06786160692556,162.81261323327692
155.27157240475236,167.33521944838915
146.35108191295862,167.56369266999587
138.49227323605024,163.52765581353253
133.58023620866288,156.29048069188593
132.74800500736242,147.67090088968007
136.1166395686939,139.78692840896466
142.78590352541207,134.53621378563585
151.07283704585734,133.1401443520337
158.93545079699004,135.86099510048945
164.47511017881527,141.95730877672116
166.39420072805288,149.88360981572924
164.29895582291277,157.68117389353597
158.77706364360083,163.46129037085475
151.23569032066663,165.8619730837218
143.54395049114027,164.3678723797075
137.57041481985985,159.41850440504322
134.7299083299446,152.28273918624785
135.64933734552827,144.7346186367236
140.03123988777057,138.61306752529117
146.74423911680933,135.37458660377487
154.11396736482084,135.74755890816184
160.33992861854338,139.5700032311127
163.93469755182434,145.84649399019924
164.07848724876206,153.00610164824053
160.8047629728475,159.2948106628774
154.97522813713255,163.20457286294805
148.054420625701,163.8342060054857
141.74255837182625,161.09595306807887
137.55849278686506,155.72065878113986
136.4749106223638,149.06429589879383
138.6932295331527,142.76670121911258
143.61001889897838,138.34821995298876
149.9792975362367,136.8433199455491
156.22746479758692,138.5593086582924
160.84145745810804,143.01619745174338
162.73453677097632,149.0787114731891
161.50142887328468,155.24462169877444
157.50312668375776,160.0163699468946
151.7641582798494,162.26420160532734
145.71095257424193,161.49289822580232
140.81790717937423,157.949324372656
138.24883072421463,152.5478561779421
138.58081759186248,146.6353850737918
141.67589544241062,141.65607080684657
146.72865038366166,138.79914150327096
152.4747936075108,138.715500836067
157.5068955304383,141.37051519793206
160.61858543719103,146.0659898006938
161.09316902005463,151.6226530117163
158.86776178565984,156.6757096760992
154.535593789836,160.0095393112651
149.18913143831585,160.8495846085369
144.14521871900098,159.041481922417
140.62123988429596,155.07621952522712
139.4418186368299,149.95827077503662
140.84658773671617,144.95179544845485
144.44365202128432,141.2688814831173
149.3171469399134,139.77659032186114
154.25975322310597,140.79348816776104
158.07129787689195,144.0232413583164
159.849708602674,148.63866764756372
159.20390353472686,153.49287765767318
156.33852689471146,157.40377839689728
151.9925162273598,159.4414811325939
147.2492960413566,159.148846765588
143.26717665492674,156.64300062885118
140.9969288530609,152.5755520019657
140.9552891677034,147.96396500970496
143.10822332889586,143.93753267358835
146.89008817865712,141.4612579743035
151.35135318520503,141.105050702093
155.39650654252193,142.91332283976652
158.05265697290403,146.40462324308976
158.70307533677445,150.69882501942564
157.22972601081904,154.73849098118703
154.032020065382,157.54886105826498
149.91969296728033,158.47263818490674
145.90828153207522,157.32312559491913
142.9687350201809,154.42018975290517
141.79279924421851,150.50264673054477
142.63076623806518,146.54076949490008
145.23950941551087,143.49636945977267
148.95122401490028,142.08968151832403
152.84380981826115,142.6294586916929
155.96955781987322,144.946234326155
157.58551943005722,148.44289570154132
157.3296499996112,152.2479795242942
155.30107778328895,155.4324740212616
152.02692813933413,157.2362857344052
